raman_shift_cm-1,group_1_mean,group_1_sd,group_1_n,group_2_mean,group_2_sd,group_2_n,group_3_mean,group_3_sd,group_3_n,group_4_mean,group_4_sd,group_4_n
782.929,0.00824441,0.00475636,7,0.0558313,0.0334121,9,0.00605746,0.00680319,17,0.0289536,0.00636638,6
785.67,0.00846821,0.00397106,7,0.0615343,0.0383365,9,0.00710271,0.00884132,17,0.02784,0.00827861,6
788.411,0.00891794,0.0040496,7,0.0669188,0.043753,9,0.00767368,0.00967718,17,0.0269364,0.0101929,6
791.15,0.00908655,0.00400377,7,0.0679567,0.0425453,9,0.00819205,0.00988494,17,0.0261397,0.00883479,6
793.888,0.00884029,0.00356371,7,0.0672104,0.0426759,9,0.00867114,0.0113574,17,0.0270834,0.00840043,6
796.625,0.00889544,0.00432353,7,0.0699599,0.0439556,9,0.00927676,0.0124623,17,0.0286671,0.0101687,6
799.36,0.00886959,0.00455045,7,0.0662411,0.040442,9,0.00971032,0.0121292,17,0.0281533,0.00972718,6
802.094,0.00833033,0.00475847,7,0.0627579,0.0398755,9,0.0102446,0.0122131,17,0.0260311,0.00826078,6
804.826,0.00866946,0.00406346,7,0.0596835,0.0348052,9,0.0098805,0.0104778,17,0.0262356,0.00494618,6
807.558,0.00877565,0.00319911,7,0.0538633,0.0293057,9,0.00984819,0.0100002,17,0.0260174,0.00412196,6
810.287,0.00854116,0.00233878,7,0.0494418,0.0251927,9,0.00993676,0.00947534,17,0.0261832,0.00478877,6
813.016,0.00944504,0.00327247,7,0.047109,0.0251116,9,0.00973983,0.00794247,17,0.0253994,0.0033062,6
815.744,0.0100416,0.00335712,7,0.0415424,0.0206555,9,0.00998966,0.00886918,17,0.0259238,0.00377086,6
818.47,0.00953382,0.00283275,7,0.0376195,0.0209379,9,0.00911187,0.007357,17,0.0244317,0.00406745,6
821.194,0.00953357,0.00239242,7,0.0363723,0.0219261,9,0.00874137,0.00787339,17,0.0221368,0.0045884,6
823.918,0.0103849,0.00260958,7,0.0348069,0.022782,9,0.00873136,0.00800156,17,0.0214422,0.00647971,6
826.64,0.00984001,0.00273198,7,0.030319,0.0217516,9,0.00826814,0.00711891,17,0.0212696,0.00680956,6
829.361,0.00936787,0.00239308,7,0.0249019,0.0199166,9,0.00753985,0.00706803,17,0.0214429,0.00673711,6
832.08,0.00915355,0.0038412,7,0.0229738,0.019021,9,0.00729207,0.0080532,17,0.0232704,0.00870331,6
834.798,0.00819239,0.00467405,7,0.0232858,0.0177161,9,0.00691008,0.00651312,17,0.0229026,0.00892444,6
837.515,0.0077457,0.00435377,7,0.0229144,0.0174002,9,0.00754159,0.00752116,17,0.0228615,0.00900914,6
840.231,0.00724678,0.00403128,7,0.0232114,0.0177639,9,0.00760013,0.00763297,17,0.0234981,0.00832324,6
842.944,0.0075515,0.00398322,7,0.0259601,0.0172445,9,0.00764167,0.00706068,17,0.0246269,0.0088154,6
845.658,0.008676,0.00486551,7,0.0275258,0.0177121,9,0.00782299,0.00714409,17,0.0248782,0.00862528,6
848.37,0.0100603,0.00546284,7,0.0277492,0.0181765,9,0.00815124,0.00701732,17,0.0261123,0.00908997,6
851.079,0.0111812,0.00659409,7,0.0277524,0.0196877,9,0.00776984,0.00640355,17,0.0258543,0.00932225,6
853.788,0.0111956,0.00639692,7,0.0279531,0.0198797,9,0.0080054,0.00668829,17,0.0249389,0.00929631,6
856.496,0.0107073,0.0064125,7,0.0288716,0.0206692,9,0.00755217,0.0057178,17,0.0241409,0.00964394,6
859.202,0.0121324,0.00763128,7,0.0303661,0.0218019,9,0.00686095,0.00484302,17,0.024711,0.0102251,6
861.907,0.0129237,0.00854851,7,0.0320936,0.0232451,9,0.00702335,0.00539731,17,0.0260312,0.00949127,6
864.611,0.0122873,0.00821392,7,0.0315857,0.0202112,9,0.00694475,0.00509994,17,0.0271069,0.00823419,6
867.314,0.0116738,0.00739817,7,0.0309476,0.0182758,9,0.00703028,0.00646503,17,0.0273957,0.00803692,6
870.015,0.0112208,0.00855516,7,0.0324847,0.0190803,9,0.00683408,0.00671345,17,0.0286403,0.00899425,6
872.715,0.0100095,0.00789016,7,0.0334528,0.0194049,9,0.00716654,0.00702401,17,0.0276671,0.00840587,6
875.413,0.00890723,0.00640248,7,0.0340475,0.0191316,9,0.00804273,0.00829784,17,0.0281891,0.00952717,6
878.11,0.00916292,0.00631379,7,0.0313279,0.0182097,9,0.00796301,0.00777672,17,0.0272858,0.0100286,6
880.807,0.00943974,0.00708796,7,0.0296152,0.0192194,9,0.00811439,0.00774151,17,0.0255251,0.008861,6
883.501,0.00921631,0.00653485,7,0.0291333,0.0216184,9,0.00825029,0.0077115,17,0.0244108,0.00749393,6
886.194,0.00944315,0.00750395,7,0.0269203,0.0199214,9,0.00811708,0.00735865,17,0.0226885,0.00641209,6
888.886,0.00861918,0.00730115,7,0.0257918,0.0187452,9,0.00776561,0.00682781,17,0.0217088,0.00554764,6
891.577,0.00888446,0.00788297,7,0.0261571,0.0180114,9,0.00759333,0.00651653,17,0.0200606,0.00675684,6
894.266,0.00911872,0.00839038,7,0.0251917,0.0161414,9,0.00702975,0.00572803,17,0.0189929,0.00839572,6
896.955,0.00985739,0.00747565,7,0.0254507,0.0153943,9,0.00691614,0.0065061,17,0.0198494,0.0079324,6
899.641,0.00875418,0.00564702,7,0.0238105,0.0123718,9,0.00694711,0.00691128,17,0.0188784,0.00776711,6
902.327,0.00829696,0.00433957,7,0.0229137,0.0117072,9,0.00710385,0.00612424,17,0.0182953,0.007663,6
905.011,0.00828644,0.00434674,7,0.0228027,0.0117832,9,0.00702798,0.00669724,17,0.0189002,0.0060819,6
907.694,0.00911729,0.00593912,7,0.0235149,0.0124455,9,0.00710235,0.00767742,17,0.0202353,0.00711071,6
910.376,0.00957202,0.0048396,7,0.0248328,0.0125749,9,0.00784549,0.00915855,17,0.0215595,0.00769382,6
913.056,0.00982561,0.00517761,7,0.0245008,0.0123473,9,0.00798918,0.00953828,17,0.023233,0.00795208,6
915.736,0.0103956,0.00581217,7,0.0226573,0.012895,9,0.00756356,0.00947225,17,0.0221206,0.00691547,6
918.413,0.0106144,0.00711501,7,0.0228811,0.0152678,9,0.00751443,0.00924801,17,0.0230363,0.00654931,6
921.089,0.011239,0.00686113,7,0.0246603,0.0153745,9,0.00762707,0.00913023,17,0.0224336,0.00616957,6
923.765,0.011977,0.00850281,7,0.0261266,0.0154816,9,0.00787581,0.00905143,17,0.0213099,0.00578113,6
926.438,0.0115403,0.00808092,7,0.0266642,0.0156984,9,0.00745147,0.00842745,17,0.0227503,0.00734469,6
929.111,0.0117688,0.00826184,7,0.0245604,0.0134506,9,0.00692745,0.00724939,17,0.0216196,0.00675401,6
931.783,0.0107149,0.00704291,7,0.0215812,0.0111477,9,0.00665541,0.00669037,17,0.0213021,0.00723389,6
934.453,0.0105376,0.00621806,7,0.0193162,0.00949108,9,0.00639911,0.00624409,17,0.0207393,0.00832899,6
937.122,0.0103175,0.00468812,7,0.0193243,0.00948154,9,0.00653166,0.00584632,17,0.020922,0.00876899,6
939.789,0.0105477,0.00491543,7,0.0196434,0.0117888,9,0.00702364,0.00615006,17,0.0197273,0.00849878,6
942.456,0.0104149,0.00503799,7,0.0200078,0.0131961,9,0.00750994,0.00832835,17,0.0194819,0.00855473,6
945.12,0.00973068,0.00492457,7,0.0192452,0.013286,9,0.0079659,0.00916542,17,0.0198126,0.00890912,6
947.784,0.00881172,0.00441195,7,0.0186021,0.0131704,9,0.00820667,0.00997161,17,0.0195499,0.00938941,6
950.447,0.0080855,0.00471757,7,0.0161038,0.011625,9,0.00790679,0.00920469,17,0.0191306,0.00912501,6
953.108,0.00742092,0.00476666,7,0.0134437,0.0106777,9,0.00786114,0.00944159,17,0.0185738,0.00935657,6
955.767,0.00668022,0.00460441,7,0.0122521,0.00987772,9,0.00771593,0.00881607,17,0.0181449,0.00933564,6
958.426,0.00545039,0.00395298,7,0.0101641,0.00864321,9,0.00775813,0.00820453,17,0.0162308,0.00926816,6
961.083,0.00448803,0.00310041,7,0.00849002,0.0073178,9,0.007337,0.00683859,17,0.0148516,0.0084671,6
963.739,0.00495642,0.0033699,7,0.00611422,0.00650397,9,0.00633619,0.00478148,17,0.0153996,0.00963326,6
966.394,0.00505148,0.00353657,7,0.00288554,0.00589564,9,0.00561719,0.00428725,17,0.0149784,0.00946922,6
969.047,0.00486607,0.00275422,7,0.00175052,0.00484022,9,0.00556062,0.00441441,17,0.0162213,0.00797792,6
971.699,0.00664252,0.00340193,7,0.00150803,0.00408629,9,0.00581521,0.00446581,17,0.0172503,0.00717158,6
974.351,0.00915298,0.00466931,7,0.0012978,0.00259999,9,0.00685887,0.00535342,17,0.0200985,0.00864202,6
977,0.0112362,0.00523295,7,0.00399997,0.00517335,9,0.00798564,0.00638274,17,0.0208017,0.00893249,6
979.648,0.0103198,0.00508658,7,0.00485438,0.00748079,9,0.00818429,0.00754243,17,0.023436,0.0097014,6
982.296,0.00291297,0.00246081,7,0.00335154,0.0040305,9,0.00506518,0.00845579,17,0.0258645,0.0104145,6
984.942,0,0,7,0,0,9,0.00472551,0.0103234,17,0.0282107,0.0112305,6
987.586,0.000343838,0.000909709,7,0.000356602,0.000719037,9,0.00545486,0.0120737,17,0.0319557,0.0122195,6
990.229,0.0317477,0.0152424,7,0.0190651,0.0181646,9,0.0218832,0.0197791,17,0.0344187,0.0132028,6
992.871,0.132207,0.0786311,7,0.0815735,0.0553809,9,0.0730044,0.0613503,17,0.0356521,0.0128744,6
995.512,0.274368,0.170693,7,0.176602,0.108476,9,0.142633,0.126586,17,0.0352907,0.0116859,6
998.151,0.410861,0.259667,7,0.266155,0.158406,9,0.20793,0.188861,17,0.0340923,0.00917609,6
1000.79,0.519006,0.331131,7,0.338172,0.197907,9,0.259803,0.237766,17,0.0324445,0.0082848,6
1003.43,0.590148,0.378797,7,0.388024,0.224409,9,0.29422,0.270261,17,0.03163,0.00854805,6
1006.06,0.623726,0.401497,7,0.413857,0.237478,9,0.310953,0.285528,17,0.0293088,0.00890109,6
1008.7,0.619596,0.399479,7,0.412116,0.234303,9,0.309366,0.282577,17,0.0272824,0.00994691,6
1011.33,0.577437,0.373799,7,0.388852,0.220358,9,0.289731,0.261806,17,0.0236816,0.00921118,6
1013.96,0.49775,0.323319,7,0.341394,0.193419,9,0.252556,0.224742,17,0.0201496,0.00878364,6
1016.59,0.383923,0.251166,7,0.267802,0.151117,9,0.199487,0.171993,17,0.0169724,0.00927221,6
1019.22,0.246157,0.161232,7,0.17986,0.0993793,9,0.134436,0.108451,17,0.014147,0.00951363,6
1021.85,0.108902,0.0721408,7,0.0882701,0.0467855,9,0.0703339,0.0509878,17,0.0122369,0.00905953,6
1024.48,0.00864997,0.00941617,7,0.0193061,0.01223,9,0.0232325,0.0354253,17,0.0098846,0.00830636,6
1027.1,0,0,7,0.000769472,0.00230842,9,0.0169123,0.0386237,17,0.00799452,0.00682795,6
1029.73,0,0,7,0.000822307,0.00246692,9,0.0179264,0.0398855,17,0.00943338,0.00708053,6
1032.35,0.00157725,0.00237522,7,0.00522743,0.00425181,9,0.0220609,0.0397656,17,0.0116237,0.00613855,6
1034.97,0.00691068,0.00368147,7,0.00801621,0.00544862,9,0.0271581,0.0383902,17,0.0165201,0.00715014,6
1037.59,0.0110307,0.00473572,7,0.0088646,0.00647772,9,0.0297557,0.0386407,17,0.0246416,0.00781609,6
1040.21,0.0138089,0.00527185,7,0.0102036,0.00827204,9,0.0310364,0.0381086,17,0.0340404,0.00961222,6
1042.83,0.0156838,0.00520971,7,0.0105309,0.00792714,9,0.032475,0.0379826,17,0.04344,0.0115735,6
1045.45,0.0176469,0.00604781,7,0.00963394,0.0073986,9,0.0334564,0.037412,17,0.0522004,0.0128461,6
1048.06,0.0189861,0.00646305,7,0.0093723,0.00955668,9,0.0338616,0.0364289,17,0.0581262,0.0137117,6
1050.68,0.0202105,0.00638272,7,0.010068,0.00918761,9,0.0339971,0.0351178,17,0.0610549,0.0135461,6
1053.29,0.0203221,0.00642142,7,0.0101094,0.00715276,9,0.0340198,0.0328618,17,0.0607234,0.014267,6
1055.9,0.0204652,0.00643105,7,0.010232,0.0065431,9,0.0328874,0.030671,17,0.0547082,0.0146826,6
1058.51,0.0195408,0.0067663,7,0.00967617,0.00513818,9,0.0319463,0.0285637,17,0.0425999,0.0137051,6
1061.12,0.0180226,0.00646941,7,0.0107845,0.00505876,9,0.0304016,0.0265486,17,0.0185778,0.014108,6
1063.73,0.0165507,0.0052309,7,0.0122263,0.00727722,9,0.0288269,0.0246288,17,0.0089403,0.00880587,6
1066.34,0.0168745,0.00535664,7,0.0138265,0.00802607,9,0.0278542,0.0228586,17,0.033192,0.0192881,6
1068.94,0.0200334,0.00847554,7,0.0149868,0.0091291,9,0.0273008,0.0215713,17,0.127576,0.0232683,6
1071.55,0.0256563,0.0137275,7,0.0188875,0.0124301,9,0.0274016,0.019863,17,0.289974,0.024856,6
1074.15,0.0318443,0.0183315,7,0.0205324,0.0132366,9,0.0280027,0.0190458,17,0.500831,0.0209548,6
1076.75,0.0384123,0.0232165,7,0.0224155,0.0146652,9,0.0286582,0.0177316,17,0.694881,0.0186704,6
1079.35,0.0434513,0.0270202,7,0.0240108,0.0152946,9,0.0291776,0.01713,17,0.842953,0.0191839,6
1081.95,0.0473929,0.0293305,7,0.0242749,0.0152111,9,0.0287959,0.0164184,17,0.933418,0.0184338,6
1084.55,0.0493227,0.0300282,7,0.0236735,0.0148996,9,0.0292203,0.0152003,17,0.962645,0.0175284,6
1087.15,0.0501349,0.0301159,7,0.0235527,0.0140128,9,0.0291231,0.0145685,17,0.930661,0.017208,6
1089.74,0.0478699,0.0285077,7,0.0217032,0.0124334,9,0.0289408,0.0137956,17,0.842089,0.0175844,6
1092.34,0.0438674,0.0249092,7,0.0197234,0.0094239,9,0.0291912,0.0134321,17,0.698449,0.0189667,6
1094.93,0.0384737,0.0210467,7,0.017936,0.00733386,9,0.0295346,0.0131471,17,0.513267,0.0174299,6
1097.52,0.0330787,0.0160649,7,0.0162276,0.00551595,9,0.0288817,0.0127934,17,0.305839,0.0182578,6
1100.11,0.0294243,0.0123379,7,0.0157537,0.00451725,9,0.0290895,0.0125611,17,0.123157,0.0179007,6
1102.7,0.028874,0.0107018,7,0.0167877,0.00701834,9,0.0296448,0.011678,17,0.00801748,0.0109358,6
1105.29,0.0306433,0.011714,7,0.0165665,0.00800424,9,0.0299499,0.0120553,17,0,0,6
1107.88,0.0346716,0.0148147,7,0.017765,0.00899027,9,0.0307417,0.0131544,17,0,0,6
1110.46,0.0384207,0.0167681,7,0.0171131,0.0106284,9,0.0311974,0.0133928,17,0.00161195,0.00322407,6
1113.05,0.0414705,0.0186447,7,0.0169718,0.0112447,9,0.0318072,0.0133428,17,0.00954348,0.0100268,6
1115.63,0.0450638,0.0204104,7,0.0187643,0.0103981,9,0.0330992,0.013793,17,0.0139085,0.0103721,6
1118.21,0.051323,0.0226741,7,0.0191958,0.00966366,9,0.0365523,0.0163705,17,0.0152515,0.0105328,6
1120.79,0.0620798,0.0279163,7,0.0239633,0.012916,9,0.0431759,0.0228493,17,0.0144215,0.0099235,6
1123.37,0.0744859,0.0344083,7,0.0296314,0.0192133,9,0.0499154,0.0293476,17,0.0151329,0.00857349,6
1125.95,0.0856718,0.040046,7,0.037658,0.023673,9,0.0567425,0.0354472,17,0.0174051,0.00808604,6
1128.53,0.095017,0.0450307,7,0.0477106,0.0267225,9,0.063394,0.041365,17,0.0177437,0.00821189,6
1131.1,0.101506,0.0486855,7,0.0559275,0.0321724,9,0.0686926,0.0453615,17,0.0200601,0.00758391,6
1133.68,0.104507,0.0499082,7,0.0622559,0.0352171,9,0.0716579,0.0472376,17,0.0229856,0.00820184,6
1136.25,0.103576,0.0496975,7,0.0661012,0.0346234,9,0.0731608,0.04754,17,0.0249539,0.00963797,6
1138.82,0.0989693,0.0478927,7,0.0683127,0.0356833,9,0.0722783,0.0451556,17,0.0255331,0.00893817,6
1141.39,0.0915116,0.0444273,7,0.0669517,0.0320195,9,0.0688991,0.0409287,17,0.0263751,0.0108861,6
1143.96,0.0805386,0.038889,7,0.0649429,0.0287169,9,0.0644831,0.0364207,17,0.0299403,0.0120275,6
1146.53,0.0670113,0.0314093,7,0.0610874,0.0252637,9,0.0580558,0.0313003,17,0.0305546,0.0134864,6
1149.1,0.0522084,0.0231658,7,0.056054,0.0207062,9,0.0511808,0.0270489,17,0.0317531,0.0138943,6
1151.67,0.0406873,0.0168949,7,0.0530947,0.0180192,9,0.0455052,0.0242363,17,0.032873,0.0136277,6
1154.23,0.03387,0.012792,7,0.0503345,0.018472,9,0.0418128,0.0221112,17,0.0347753,0.0147097,6
1156.8,0.0311889,0.0122494,7,0.051435,0.0194591,9,0.039248,0.0197806,17,0.0359223,0.0141992,6
1159.36,0.0300022,0.0118962,7,0.0516417,0.0214965,9,0.0365422,0.017192,17,0.0373334,0.0146054,6
1161.92,0.0300749,0.0112279,7,0.0546447,0.0212336,9,0.0331065,0.0136967,17,0.0389255,0.0144851,6
1164.48,0.0304289,0.0110778,7,0.0567072,0.021734,9,0.031247,0.0128215,17,0.0392582,0.015475,6
1167.04,0.0308773,0.0104937,7,0.0591128,0.022533,9,0.0301173,0.012997,17,0.0420452,0.0160259,6
1169.6,0.030942,0.00983782,7,0.0594068,0.0235709,9,0.0286429,0.012589,17,0.044242,0.0180479,6
1172.15,0.0312189,0.0103209,7,0.058088,0.0225113,9,0.0275975,0.0128102,17,0.0444808,0.019421,6
1174.71,0.0319552,0.0107881,7,0.0579786,0.0243054,9,0.0277857,0.0132127,17,0.0448758,0.0191501,6
1177.26,0.0325532,0.0106536,7,0.0569036,0.0247867,9,0.027455,0.0132117,17,0.0455554,0.0197168,6
1179.81,0.0321599,0.0107438,7,0.0543465,0.0254108,9,0.0276858,0.0130063,17,0.0456041,0.0184967,6
1182.36,0.0321837,0.0104821,7,0.0527196,0.0255153,9,0.0278781,0.0129045,17,0.0459602,0.0182369,6
1184.92,0.0317345,0.00997898,7,0.0530907,0.0288421,9,0.0280597,0.0124748,17,0.0478376,0.0185343,6
1187.46,0.0318974,0.0102724,7,0.052363,0.0286773,9,0.0284914,0.0129981,17,0.0493011,0.0200282,6
1190.01,0.0313833,0.0103529,7,0.0517284,0.0287183,9,0.029132,0.0133412,17,0.050431,0.0206601,6
1192.56,0.0309046,0.0106178,7,0.0507825,0.028702,9,0.0300195,0.0132974,17,0.0504977,0.0206028,6
1195.1,0.0313409,0.00988679,7,0.0475716,0.0287095,9,0.030144,0.0129502,17,0.0508044,0.0203763,6
1197.65,0.0319242,0.00915745,7,0.0473351,0.0292068,9,0.0303561,0.0122576,17,0.0515583,0.0208573,6
1200.19,0.0324506,0.00897948,7,0.0465911,0.0301832,9,0.0321528,0.0132579,17,0.0524656,0.0204372,6
1202.73,0.0333668,0.00933252,7,0.0489123,0.0293648,9,0.0334283,0.013885,17,0.0538719,0.0194168,6
1205.27,0.0344315,0.0105933,7,0.0498011,0.0296925,9,0.0347405,0.0144354,17,0.0547656,0.0188422,6
1207.81,0.0351192,0.0112316,7,0.0529479,0.0288759,9,0.0355975,0.0143787,17,0.0565589,0.0181013,6
1210.35,0.0363272,0.0116249,7,0.056341,0.02903,9,0.0367064,0.0146798,17,0.057144,0.0179636,6
1212.89,0.037562,0.012304,7,0.0595303,0.0269226,9,0.0369712,0.0148161,17,0.0578406,0.0185947,6
1215.43,0.0389025,0.0134272,7,0.0614754,0.0249103,9,0.037941,0.0141559,17,0.0577895,0.0188797,6
1217.96,0.0408919,0.0156071,7,0.0679706,0.0261511,9,0.0386355,0.0129904,17,0.06124,0.0217304,6
1220.49,0.042379,0.0163494,7,0.0727669,0.0278706,9,0.039584,0.0137583,17,0.0639057,0.0235281,6
1223.02,0.0437724,0.0163416,7,0.0742117,0.0282719,9,0.0410917,0.0151926,17,0.0649061,0.0256116,6
1225.56,0.0440132,0.0160637,7,0.075975,0.0295347,9,0.0430374,0.0163826,17,0.0642202,0.0258901,6
1228.09,0.0455054,0.0169282,7,0.07697,0.0315959,9,0.0453086,0.0174576,17,0.0659856,0.0253923,6
1230.61,0.0472379,0.0170252,7,0.0774914,0.0324757,9,0.0470846,0.0189705,17,0.0668333,0.0250097,6
1233.14,0.0485759,0.017065,7,0.0811305,0.0361719,9,0.0493599,0.0202205,17,0.0666382,0.0238782,6
1235.67,0.0498196,0.0170753,7,0.0824694,0.0371205,9,0.0516154,0.0220309,17,0.0681249,0.0225125,6
1238.19,0.0515038,0.0171639,7,0.084025,0.0383753,9,0.0543069,0.0232722,17,0.0700164,0.0213192,6
1240.72,0.0527077,0.0176124,7,0.0872393,0.0418462,9,0.0565063,0.0248267,17,0.0723893,0.0199284,6
1243.24,0.0533531,0.0168593,7,0.0897619,0.0443503,9,0.0582054,0.0261954,17,0.0738307,0.0189863,6
1245.76,0.0550559,0.0164989,7,0.0902291,0.0468772,9,0.0596233,0.0273764,17,0.0751761,0.0193649,6
1248.28,0.0564325,0.0171532,7,0.0887505,0.0491729,9,0.0612698,0.0281909,17,0.0765631,0.0191864,6
1250.8,0.0581416,0.0179532,7,0.0896703,0.0501458,9,0.0633461,0.0290283,17,0.0765625,0.0198928,6
1253.32,0.0603455,0.0193017,7,0.0892727,0.0512825,9,0.064745,0.0291509,17,0.0771314,0.0209118,6
1255.83,0.0614363,0.0191991,7,0.0878257,0.0522976,9,0.0667763,0.0298033,17,0.0752456,0.0200741,6
1258.35,0.0627913,0.0192074,7,0.0860497,0.0529358,9,0.0682603,0.0296692,17,0.0733328,0.0206699,6
1260.86,0.0630566,0.0184119,7,0.0829866,0.0523295,9,0.0691799,0.0291831,17,0.0700827,0.0200406,6
1263.38,0.0640685,0.0188827,7,0.0823819,0.0511994,9,0.0699182,0.0290656,17,0.0689065,0.0202555,6
1265.89,0.0655224,0.0190821,7,0.0810078,0.050402,9,0.0702899,0.0285601,17,0.0664392,0.0197239,6
1268.4,0.0655508,0.0181044,7,0.0810645,0.0505311,9,0.0706436,0.0286872,17,0.0637818,0.0192034,6
1270.91,0.0653056,0.0175014,7,0.0810725,0.0492626,9,0.0709635,0.0280772,17,0.0626247,0.0192171,6
1273.42,0.0648141,0.0168656,7,0.0792617,0.0494186,9,0.0720605,0.0278095,17,0.0609696,0.018227,6
1275.92,0.0638313,0.0154607,7,0.0806216,0.0486845,9,0.0722555,0.0276145,17,0.0592458,0.0169876,6
1278.43,0.063141,0.0144258,7,0.0778441,0.0499046,9,0.0725007,0.0273633,17,0.0582551,0.0171869,6
1280.94,0.0626203,0.0137395,7,0.0778544,0.0503479,9,0.0730396,0.0271529,17,0.0579051,0.0174908,6
1283.44,0.0622574,0.0131075,7,0.0789965,0.0512609,9,0.0741974,0.0270543,17,0.0557116,0.0169933,6
1285.94,0.0620749,0.0131486,7,0.0803465,0.0511241,9,0.075184,0.0271174,17,0.0547759,0.0161519,6
1288.44,0.0621528,0.0130866,7,0.0802019,0.0522839,9,0.0755358,0.026644,17,0.0534967,0.0148205,6
1290.94,0.062556,0.0132237,7,0.0825715,0.0528613,9,0.0765092,0.0264659,17,0.0535855,0.0147558,6
1293.44,0.0637572,0.0131903,7,0.0850757,0.0520038,9,0.0766104,0.025901,17,0.0534124,0.0159191,6
1295.94,0.0644925,0.0125458,7,0.0856227,0.0504249,9,0.0775472,0.0253063,17,0.0527745,0.0159743,6
1298.44,0.0663826,0.0133654,7,0.0888098,0.0489569,9,0.0784675,0.02541,17,0.0506363,0.0158721,6
1300.93,0.0679654,0.0134687,7,0.0899697,0.0467199,9,0.0792609,0.0250765,17,0.0493628,0.0145697,6
1303.42,0.0682363,0.0134121,7,0.0904063,0.0434123,9,0.080599,0.0252569,17,0.0484366,0.0157293,6
1305.92,0.0686304,0.0130049,7,0.0924217,0.0417545,9,0.0814581,0.0249572,17,0.0472662,0.0164507,6
1308.41,0.069228,0.013596,7,0.0906405,0.039182,9,0.0824271,0.0248343,17,0.0464367,0.0160421,6
1310.9,0.0696652,0.0132384,7,0.0915496,0.0362997,9,0.0824142,0.0239066,17,0.0447182,0.0148257,6
1313.39,0.0700541,0.0140704,7,0.0898213,0.0340546,9,0.08215,0.0235333,17,0.0424685,0.0136739,6
1315.88,0.0709951,0.0156418,7,0.0895535,0.0334376,9,0.0818924,0.0235493,17,0.0394806,0.0136001,6
1318.36,0.0704882,0.015262,7,0.0893945,0.0333118,9,0.0811374,0.0224591,17,0.0371429,0.0127133,6
1320.85,0.0687332,0.014919,7,0.0866571,0.0322976,9,0.0796114,0.0212278,17,0.0366881,0.0109149,6
1323.33,0.0671074,0.0134202,7,0.0846823,0.0323065,9,0.0777621,0.020087,17,0.0357507,0.0114997,6
1325.82,0.0657188,0.0121793,7,0.0818667,0.0315899,9,0.0760881,0.0192202,17,0.035062,0.0117581,6
1328.3,0.0639464,0.0110171,7,0.0793626,0.0311389,9,0.07359,0.0185192,17,0.0332375,0.0106733,6
1330.78,0.0618149,0.0107738,7,0.0758874,0.0301593,9,0.0714947,0.0177286,17,0.0322082,0.010679,6
1333.26,0.0595401,0.0106068,7,0.0723885,0.028651,9,0.0687633,0.0173347,17,0.0297536,0.00909271,6
1335.74,0.0565074,0.0102485,7,0.0700572,0.0272239,9,0.0656442,0.0166055,17,0.0303636,0.00898247,6
1338.22,0.0532994,0.00937604,7,0.0664512,0.0268384,9,0.0632104,0.0168515,17,0.0306484,0.00945162,6
1340.69,0.0507883,0.00857866,7,0.064223,0.0255995,9,0.060429,0.0170617,17,0.0301091,0.00996652,6
1343.17,0.0486882,0.00855545,7,0.0607028,0.0247591,9,0.0578531,0.0175151,17,0.0293655,0.00967816,6
1345.64,0.045861,0.00819059,7,0.058275,0.0252686,9,0.055193,0.0187405,17,0.0287406,0.0103713,6
1348.12,0.0432989,0.00855411,7,0.0552122,0.0251257,9,0.0534503,0.0203132,17,0.0274382,0.0101491,6
1350.59,0.0409231,0.00959755,7,0.0530607,0.0244742,9,0.0515416,0.0221709,17,0.02573,0.0113631,6
1353.06,0.0381377,0.00932868,7,0.0528124,0.0250941,9,0.0498352,0.0246512,17,0.0247391,0.00998917,6
1355.53,0.0351554,0.00877675,7,0.050792,0.0243574,9,0.0488927,0.0286968,17,0.0231645,0.00951243,6
1358,0.0328327,0.00792261,7,0.0484481,0.0238085,9,0.0481545,0.034238,17,0.0222288,0.00961609,6
1360.46,0.0311785,0.00760095,7,0.0471294,0.0233866,9,0.0484967,0.0409873,17,0.0204578,0.00788098,6
1362.93,0.0296174,0.00756011,7,0.0451363,0.0235009,9,0.0486953,0.0494421,17,0.0193451,0.00798817,6
1365.4,0.0280555,0.0076362,7,0.042582,0.0216293,9,0.0495859,0.0588024,17,0.0194975,0.00838486,6
1367.86,0.0260022,0.00790221,7,0.0392462,0.0199081,9,0.0509339,0.0689882,17,0.0181954,0.00823088,6
1370.32,0.024566,0.0076696,7,0.0371446,0.0199366,9,0.051642,0.0790687,17,0.0178213,0.00793753,6
1372.78,0.0226344,0.00641587,7,0.0317576,0.0178708,9,0.0531214,0.0874034,17,0.0165523,0.00682446,6
1375.24,0.0216574,0.00631869,7,0.0271436,0.016297,9,0.0536845,0.0947564,17,0.0158336,0.00717591,6
1377.7,0.0198266,0.00593085,7,0.02178,0.0155894,9,0.0537116,0.0990716,17,0.0161755,0.00655539,6
1380.16,0.0181444,0.00504192,7,0.0168751,0.0138643,9,0.0529493,0.0993731,17,0.0165368,0.00633633,6
1382.62,0.0181997,0.00559116,7,0.012654,0.0122303,9,0.0508673,0.0958748,17,0.0159457,0.00795803,6
1385.07,0.0169242,0.00536163,7,0.00941827,0.0109326,9,0.0472371,0.0891103,17,0.0154927,0.00812692,6
